id_motor,tempo_operacao_horas,temp_motor_c,vibracao_mm_s,consumo_energia_kwh,pressao_pa,nivel_oleo_pct,horas_desde_ultima_manutencao,umidade_pct,temp_ambiente_c,estado_motor
19,2599,70.44048530680212,1.6176923520885698,154.86140593222075,101271.67570871187,88.15935411976218,63,52.31548179300064,20.40403648113174,0
20,1625,94.8152027356206,1.790667929018558,121.51312180782745,101382.68826119717,62.26329215546498,236,58.463172156156375,28.300600575870327,0
21,1750,95.69644070723676,2.165317814233863,116.3206684717787,101260.42857935278,54.23873713861224,181,59.36928775951232,34.80067968546922,0
22,1426,81.16784719574645,3.11756541610515,156.3316241697962,101434.11956420285,70.68999049420738,40,56.79851959121946,34.69660302568579,0
23,956,74.60838697181904,4.531302264136312,136.80932709966154,101054.82794959586,88.6689644069242,266,33.98778152930998,25.059094584338983,0
24,2816,88.02521223835242,4.042184090919468,162.6159285840469,101190.47017402432,92.52809717933708,214,56.351482227749415,27.240554737833456,0
25,2453,73.59017667594684,3.832630215370541,191.2205340408676,101252.98220929682,86.66724241816755,34,55.15911404365936,21.50683708696724,0
26,2109,80.94758083234757,1.7007222714240149,115.09931314350676,101216.16264793456,77.8943339249872,187,56.13257579579092,27.832652839875976,0
27,1506,98.75287542702917,2.430730526103897,191.3433659813064,101054.29327391078,86.20958508745883,292,34.550568513494746,28.9955239857241,0
28,2556,99.86393417750912,2.913619704346712,190.2489967422919,101076.76414702232,84.06947676519306,130,33.50375483319952,23.76592498416981,0
29,1863,93.16314674063756,1.5897038139423434,182.9087583335903,101418.80864642774,61.71833162475304,142,57.71426638752245,29.181716538727606,0
30,1608,79.32884529762299,2.09371880850669,163.12859173060852,101242.19212960072,77.53794461015968,44,35.21479947403513,33.49539127544381,0
31,1626,90.62995147498278,2.233332815811377,162.01466574655473,101024.36121337637,88.5304666319216,81,41.05865193127804,20.014330001352207,0
32,1068,91.16219096452038,1.509104793316157,163.92126599365014,101008.24562948884,65.8560330937569,392,43.67954548482181,23.434006614619168,0
33,730,81.63525085490949,3.2009587676330304,169.0495551217813,101236.73770099715,82.69865733584658,248,33.73327583488693,23.14879344985907,0
34,1886,89.22665903758478,3.820112786096772,101.6482200596157,101082.18936296222,74.07402137593992,70,30.619028640976424,21.85829304550741,0
35,2719,70.32182934927029,1.2797265259074448,195.80925791606492,101352.5629729996,75.157942547251,193,59.82271409301349,22.491518191056528,0
36,659,76.27172975806724,2.924492407052599,158.560376146558,101397.66173126388,54.502751889107984,77,56.29971734504883,29.388688180480813,0
37,2645,85.75264908901784,4.12884478107118,178.14658394024218,101114.14835422856,83.31085826526899,177,57.37013788051912,21.54041585225964,0
38,2569,74.91253912774887,3.991960515809788,137.7281839061363,101296.0884724409,93.284351767726,58,38.536892078163554,31.077974135310825,0
39,1191,74.97720603629601,4.260292384875017,101.2397213915796,101077.2223217427,57.07156440129314,247,36.60304718236317,33.30533885837575,0
40,2079,95.08912871650712,2.792962532682428,150.9734659876444,101151.7913257972,68.30528311082247,228,42.7759967452628,33.898815862675534,0
41,913,99.67399008050816,4.282228330559443,150.7190119315929,101444.39774709073,52.43337274204175,253,43.5995810693402,29.90263721479551,1
42,2395,86.67908284085345,1.963012284857078,143.69892883114517,101272.04904574117,51.48159429881956,177,30.167983165927215,22.96094615950424,0
43,2251,95.1720919264514,2.4432422456700613,133.97170541620767,101442.9443475721,99.4829248335872,114,53.37759337679499,21.279448633098617,0
44,1386,99.70964992978818,1.7054223056712052,124.9826087809722,101112.62390208976,74.67357541531923,99,59.90001114426052,23.480374307104995,0
45,669,74.24787665706324,2.8699381577142877,152.75448744971828,101165.01217162432,67.77595093176231,86,45.86072610306268,34.42935778677564,0
46,2926,83.44736839763053,2.568240089661773,137.5278139693494,101235.4760692284,63.74385383125095,171,41.64776085037354,34.43517802626069,0
47,1614,81.77718147525759,1.9637084656572488,196.9931883049809,101240.04003759728,99.00063224724796,180,41.7825567966361,25.72878325877513,0
48,2732,72.40147850938556,4.007122836923126,117.29273077669316,101498.82398359184,62.612539276084185,269,32.88231396516302,24.88687311646326,0
49,2194,92.65990518384234,2.2553870884465863,131.9665567627087,101057.22265948556,86.28541978688716,20,37.98485455092035,27.65015873388598,0
50,2445,83.01337081967779,2.091217320583343,129.3960470924571,101425.9825178008,64.18790479029668,112,45.06398365903894,24.37532137201101,0
51,2399,84.07980802571204,1.5235613234019802,154.3309176235957,101431.84101971092,53.52447526784596,341,42.95544003404092,34.69493677483345,0
52,986,74.5201892143972,2.7552868072077947,149.9280256974148,101276.5993157689,84.16383072589707,366,46.35104237229331,23.31832085036866,0
53,1409,75.42779956692604,2.211858515349208,164.37404654242732,101172.01858412958,50.08154238149324,372,55.4719694591222,25.537140232741528,0
54,1666,97.21310866468644,2.4770913653638744,195.0001770574208,101259.61305214417,83.78742557802848,122,36.75726908098836,26.440563135502675,0
55,1744,71.33947266922837,1.9439890504822104,128.52210854938673,101146.23385240328,62.51882994949116,54,30.82992542718936,21.875960346217436,0
56,609,76.98556854831119,4.052621959279602,169.27715692549964,101399.55372421996,87.30521160357506,79,31.14676335848222,25.742372401551947,0
57,1866,78.76177990943584,4.720013389418869,102.50402030051836,101249.13957935516,88.48750836753247,52,34.025064159205755,32.8509608015296,0
58,885,84.70592627204759,2.9917274111555505,126.23884727336244,101462.92108943872,86.2053619408769,381,47.11448954413208,22.10541502185138,0
59,2358,87.59335519044387,3.5719936933633303,146.37197279965926,101311.34567217802,51.22417207338052,353,54.24554430113774,28.76032926239281,0
60,2207,84.79869927552,4.468689106426824,103.09947884811343,101257.15966655736,85.18683098218843,324,56.60417817841895,26.099557070900254,0
61,2806,72.52346003670647,4.995318549334634,161.7669460553639,101355.53467698884,99.50728070278817,291,49.05339605924914,22.55805089176182,0
62,2361,77.3100236216714,3.4540659389193284,167.83106084017084,101251.96648221512,62.131268426281146,137,42.0942975735268,20.18504246673809,0
63,1416,95.30765154287624,4.559117866159475,174.67317148380465,101452.25317520971,63.71192861126693,190,34.63544124468442,24.100149552348505,0
64,2918,89.12766101435378,4.634432986222568,151.65745048430122,101092.22298044342,90.67632747902698,336,42.04255018330437,20.927434410470028,0
65,1527,89.47447150402823,4.165805951230489,160.39446649786265,101486.67434187296,58.01984025280403,325,39.9724540172335,25.651527069451028,0
66,1314,90.10609766054066,2.843725564292441,139.60652512784873,101406.0952759256,83.02918377522758,207,56.10077642571413,32.15314783549019,0
67,2763,92.88709057118588,1.3246160016955972,104.12530325065626,101430.36668093243,87.75131887502891,335,44.60158132231822,30.795278913164186,0
68,1426,71.74325445164342,1.0632222217605354,109.99518557745132,101241.45391618554,51.85803309096786,138,36.78587699863586,34.21075567552651,0
69,690,80.99825154797837,2.9088025331316985,165.49959242014643,101418.6007746688,77.68810471326131,165,38.6640320044734,26.40523126005604,0
70,1673,86.18582305785036,2.977258134138471,199.5555299585776,101153.3870417886,78.79386292679415,335,34.09410493628067,30.61702097887779,0
71,2489,80.15369449891978,2.629449551451889,101.58032391632962,101380.97408928208,65.17214486958972,150,57.55756347207394,29.9801258315303,0
72,973,95.3343661986156,3.272669405165458,155.75834968263828,101070.22507919453,93.81723346987586,300,31.510375387094054,23.25569454737389,1
73,1657,84.47717525761882,3.2086508132177083,175.1008752882558,101153.52595798126,58.13748596499282,181,30.385387456676828,24.55373757848988,0
74,824,93.05882768378136,4.346452164130772,182.67748280138787,101222.86633167986,68.20973547529303,119,35.48966800580606,27.947443000966405,0
75,2216,95.56046550643508,1.4346284130490496,154.520490122264,101161.1598590717,92.43343435736648,87,54.326220537318775,31.949859785088822,0
76,1689,85.14374448710494,1.9007106644221816,161.9915980184105,101193.50855781208,59.532137830299625,242,45.70400359893244,26.92719101694399,0
77,1325,97.28656731614048,4.172019915838522,169.67249452745534,101410.05237239184,91.06870681638377,191,48.77529862130959,23.41612304263291,0
78,1067,87.61371821610942,4.391347468894619,185.8966249693431,101128.33794607109,53.95345886839779,147,40.73195026247204,34.90198535420555,0
79,1911,95.50822896501164,4.979296854483471,112.22895372028188,101372.64058607728,74.4614533594995,297,32.0603395664751,21.733682095305028,1
80,2174,80.21772386774573,4.491648065548336,192.61821962748635,101036.85603455582,53.76653312228517,0,55.684744874765045,34.338333612369915,0
81,2850,84.96450875594456,4.559596028289324,102.601740355157,101382.86955375753,83.89517925307571,36,35.75682816376222,32.13569432645733,0
82,1592,85.94233123013733,2.25739177051962,183.61997509577756,101396.01162141487,89.53007445278001,384,30.99177601635344,32.58340278961778,0
83,901,73.14939147688212,2.606646536037505,107.67404265596971,101200.84938775124,92.49292741234017,265,47.18112407799581,31.92376374637249,0
84,2581,81.95657520104622,2.072340419282204,119.46282116049224,101361.23891158371,99.06311253719944,219,32.49867661153803,23.12256411956933,0
85,2074,97.52013017655028,3.4251975927708624,100.38941463811328,101457.56920187255,83.60078611497934,5,32.87285555579503,29.488735660928626,0
86,2250,88.92496721094227,4.755221416828153,144.52567055360407,101400.35648677728,88.45309569200101,239,54.01131094447575,31.351247186763977,0
87,743,75.32519747310903,2.378563546046471,133.43592267173923,101195.22325519848,75.28791391606647,173,44.74828767953986,31.18528688152477,0
88,1280,80.16566906828815,3.228007127525801,116.59929114870272,101242.10675714003,95.6368450590563,239,37.24525356741429,24.073480558161165,0
89,2419,75.74809028988099,2.1851985218139403,145.10901608039063,101389.6787723929,82.18791910997314,16,40.458792700785565,22.716790816455223,0
90,2580,70.74469395395718,1.67919989509083,140.2370883172184,101146.29729492456,94.17757031256716,220,51.87722936529515,24.92184475871824,0
91,1588,97.8238137551208,1.780742119274623,176.76610326987415,101401.94137015444,61.77260085069404,231,31.99062434269805,27.19766720566088,0
92,2511,83.44621984770615,1.2317813781525198,189.31303060700324,101164.03557128047,74.83688903590321,116,33.4944184779963,28.60671120595515,0
93,2604,79.22605217262358,4.79717409203703,165.2567251767082,101402.99529119275,86.4909460531902,21,48.48786104971709,32.55425543478741,0
94,1468,87.9543157467321,2.6115184340305184,112.44103887265238,101043.40022167536,60.13608772813416,388,48.209152034013215,31.53551341556924,0
95,2745,70.21943368879047,4.336483568008433,129.53907947098506,101022.19864845528,60.56698966309892,283,59.17386553606116,30.14225788499774,0
96,1220,78.34066319802442,3.725317890758765,191.331829683228,101498.8377236849,98.90213702028188,248,41.23648443766349,23.952339394141408,0
97,1098,91.09100397096678,1.7676846456443416,108.87344930078892,101434.72856161736,71.7305180368603,306,31.95232881532548,27.18320748402415,0
98,2206,89.01309319207789,1.7018489863163513,140.68558393908265,101441.4237517331,59.09077264618858,268,46.12612304548884,25.031538111919417,0
99,2091,99.45417842627606,4.247952806042179,194.25046192334813,101475.6399738033,66.5731940990753,53,49.15040435285371,23.52392269325801,0
100,849,88.61073128974132,2.0588468424781494,195.06648414694857,101219.15815470724,69.86880741329628,181,34.18808357358747,20.15368040575219,0
101,2581,84.32517620883198,4.653140734807903,141.12031770488926,101143.41777734007,81.15426287351106,355,46.5858592060559,25.09192955856036,0
102,999,92.84297689552022,1.5602216187579625,166.73968880987974,101065.01249750896,96.1507329523876,115,35.933013649747934,23.84174401571932,0
103,2512,97.0998361589216,3.710834457817878,145.6745598353999,101250.60456676924,99.32950379610456,388,55.34190173643205,28.57853490450225,1
104,518,91.62087840155056,4.257895504123736,175.34605394363416,101110.0241602383,82.58493794555562,25,55.054844873514895,20.934526554255683,0
105,2492,98.8963367064814,1.94102555366258,103.15813306929984,101467.77542836966,84.99611803988623,132,42.88887287995325,24.05779395065301,0
106,2467,93.46015512214532,2.104829453826264,114.41571489213584,101002.00158122138,66.09145848482945,140,59.00229571538412,20.67154234982623,0
107,2450,96.0040431478578,4.858075544556806,161.41988035435992,101071.59836887156,92.85792977243744,246,59.393216233492254,29.62126856770154,1
108,2162,73.42312213550912,2.058390421384633,123.25522624430636,101123.23792654173,60.88991676101574,70,33.877532668428586,28.522843378529373,0
109,1678,91.97240508981363,2.719828199600191,166.60522992691486,101099.4783557966,55.319032465548375,91,41.03141414497403,25.0622003461171,0
110,2262,83.20266098582105,2.7300623729694644,135.12229274612983,101112.88921828986,98.66279950488254,264,48.00964410139934,22.21001900653316,0
111,1192,86.59311407233825,2.0121389997187342,188.6645558127821,101328.0238025306,93.2069338410266,113,32.54513428744333,34.368797491531026,0
112,2451,89.62307228447071,4.103164345748362,181.92593855599864,101163.75603915658,65.18225672690667,351,41.47966511442411,28.7658867108292,0
113,1889,99.09445350116708,4.087397372916621,149.2837800068782,101307.51219095167,83.75853581905247,348,37.835162520497725,30.18670049858102,1
114,1647,99.53734244294874,2.5132720568951425,177.28950870948577,101445.12896682316,73.35091787065997,121,58.56150662900112,27.970231299041775,0
115,1764,78.64684736463715,4.340503164322935,127.11378862350904,101301.27838276284,66.15641030727355,223,42.347574684944114,32.09799871469308,0
116,1921,92.01260492313747,1.8522997375960093,149.42597768118625,101347.2663956432,64.33871053801474,133,52.88012575642537,33.44570074322182,0
117,593,92.49950613805804,1.0172231026707146,119.74820518632782,101182.75164911068,56.80137226104532,137,41.60116090536521,25.740658153964446,0
118,849,80.39478583939146,3.284669448222964,186.0886168520994,101079.86923381136,77.46590411379196,268,33.954362112565065,30.35037968345916,0
119,1113,73.71609324592663,4.9763110898095135,182.3067616568415,101160.29203122496,72.3298345058754,117,55.89454590482542,23.44831226819596,0
120,786,71.22840880857159,1.1545772393075384,190.2149668409001,101482.14132435204,75.60932101499722,59,30.012507507093115,29.777825707430576,0
121,1599,93.32029382587535,1.8319922948338423,187.747698122426,101310.90569222656,60.76785837397023,103,31.6782262192335,25.987334449648287,0
122,2171,84.69099225450718,3.0756585699483368,195.95962620594943,101138.755559717,96.9305335386624,371,40.9315321769113,20.101723991019576,0
123,2136,99.56620508484778,4.239762945779482,122.8336231631926,101225.45763358106,81.92955981652707,103,50.606947665562096,34.332918026339314,0
124,1677,83.9492036858096,1.3561680203002129,193.18242907953157,101417.7565187155,94.98003286916683,145,40.25112885872327,33.02662318308079,0
125,2637,99.3375093722152,2.5809386150355773,157.12131913519977,101334.22178535289,55.463558301637775,251,31.989384528629248,24.362548255190426,0
126,1913,82.34728006582179,3.988303202519545,142.24950839181523,101280.32642036458,81.14254829280874,40,39.53520101202447,34.966359713492906,0
127,697,93.8104645167992,2.4861728336254463,156.0373895967873,101442.58143831692,92.47309093220808,107,37.34942576970487,24.75691511834801,0
128,2412,72.54457816935496,1.755345681902556,134.26023566502778,101336.2197861084,66.54603899072333,69,30.16259399454594,26.882662796886123,0
129,1936,86.66385130413292,1.781983309586349,128.8553006960952,101321.36486539556,59.75715845679932,369,46.04405739541205,32.768885392616255,0
130,2086,94.06179360957172,2.640195147659977,124.13143379775288,101094.8840686054,63.25106529028098,373,33.49937744232558,24.56894526992061,0
131,1913,97.74105001659666,2.9176682992235645,108.24279894571268,101053.1943415062,63.64668633748995,302,38.62488866389998,26.7581042658125,0
132,1883,94.67749271852296,4.447257671264056,149.65648971471876,101482.5710585287,72.35994824617676,98,49.23569490667244,29.983807506848837,0
133,726,71.10912181603523,3.569009674271974,188.77616757138875,101299.42918505018,66.29818013896659,246,51.75347066468932,21.957013321586423,0
134,1898,81.18107023920203,3.761607818062006,163.01519692743847,101207.84170457322,63.56370363539956,264,37.903668805680674,26.335255530375765,0
135,2487,71.46095416941554,4.931948686143628,152.09756327557736,101294.51041045511,82.42561492025689,347,39.875810131957024,24.6411490604244,0
136,1259,73.27846873343674,2.647373761203895,142.85929182509165,101030.90598053586,52.65161858359422,62,37.407277143823954,30.15161458797227,0
137,2007,90.25916886002452,2.613417612996513,146.4401626317192,101411.06363695204,67.0181889069865,294,58.70665800948576,22.039540850905578,0
138,577,91.39774588935094,4.6933878709032495,120.9277347571951,101108.32276778216,84.48759829702374,77,35.71559180962208,23.49097218651406,0
139,1368,93.2116204825488,1.9835023480202345,182.29358771930973,101402.27300315896,58.792487464050296,227,35.49541810901029,30.67064305628724,0
140,1591,95.96369644166988,3.9192609852114666,119.8382963281528,101267.1892216318,61.04639311064562,351,43.35105887494596,22.34336554586172,1
141,2956,92.18294405429528,4.018292552872539,171.6622756727313,101138.28600682844,60.033331270645874,24,35.67919077601707,26.330288933598347,0
142,1036,94.02614776319896,1.3911519897817723,175.9985011496153,101015.10497412104,50.04630533657025,59,34.701253688568244,30.69321083138928,0
143,1191,71.46891129469837,2.872925622774336,157.48690420277342,101407.9166776633,73.68838759157863,325,32.87638613103256,31.48202576645008,0
144,1521,77.03605451323895,1.802249885286216,186.29263749548284,101088.23007073466,51.94793947080616,7,49.20513744324748,21.423217680075027,0
145,2981,88.65693320125737,1.741501091209943,129.105035245065,101025.90255781994,63.646990588745005,274,48.36246764705688,32.77993414129217,0
146,2633,95.7437591387447,2.855312441851505,188.1617221242863,101377.93886541294,99.7401712295986,200,49.50488675633899,30.859584516949496,0
147,586,70.13500374818977,2.15771883003226,172.94104595993042,101175.02161118649,95.919810569515,138,53.19900024028189,25.08941883039971,0
148,1084,85.43888026349049,4.184241790503483,179.87498277617607,101194.66700279585,60.75379040781671,345,39.79074038377728,31.4570427849536,0
149,2554,90.31862198093192,4.63041956556193,166.45797095273142,101123.53379364037,65.50012159569664,339,57.552712008357645,30.92448298010989,1
150,645,70.88821867385839,4.210882421153462,184.6343016989969,101429.58923934844,73.18522911342757,130,51.996138332062685,29.013368397625783,0
151,2639,82.04066672660164,2.064123490486661,199.3098862717636,101148.66476305328,92.22067733296215,1,54.1412576574356,28.377217601087665,0
152,1203,96.8690464415109,2.096537574754433,142.01628545246388,101105.09628487552,90.13229706965456,51,51.62886491480134,31.020552333493782,0
153,2794,90.14838426567576,2.0189134004698697,181.39156837095703,101154.62486316808,56.31207182831411,42,40.75366936297685,34.98889852558182,0
154,1233,77.12975090081792,1.5401523842249445,174.45797595180335,101101.5747875837,56.2224424174176,392,38.49097464187905,28.67828373973828,0
155,1585,95.5834338889574,4.775193472414845,145.2870165712018,101158.8276104026,70.83661269470224,238,42.67551208737042,32.13076807643372,1
156,2154,80.44094270228543,2.608191192628277,192.6948999732512,101041.4681114341,93.5047694806886,270,32.91091081600075,31.164105759733744,0
157,815,95.60034013432178,1.898757898183495,139.44259295725948,101079.26501455971,94.10424995477511,92,43.538415046978415,32.837126030507385,0
158,1892,78.96830953356717,4.386684202032974,156.54659162762374,101208.52644169808,55.36829248432651,340,31.294229492857195,34.31787292076208,0
159,1762,87.70960752649447,2.596781210631162,110.59423569909616,101439.73342779494,78.71486439827758,289,30.118378800815837,22.89624811191223,0
160,2459,81.90820203243503,1.1404672444386663,122.57751940662662,101028.64537336114,57.78375985625564,300,57.94496818424078,22.481894545926743,0
161,2990,78.24475152265201,1.6477662809985247,184.06961705337608,101106.33735338002,84.30646550013914,187,50.68010581763679,28.795277426223517,0
162,2160,96.59672686515609,3.55700136142468,139.65527228288474,101454.1728377708,95.82166239644532,279,46.85540841197907,26.73942594329757,1
163,1522,75.62781045818474,4.131621096686896,139.4084089415258,101445.00733707997,72.73846462377968,217,40.233061182691735,28.560840393787537,0
164,1515,72.5443477370729,1.843737553954852,124.59810181906202,101339.72541664795,54.154138734602576,153,47.11614044055223,31.970641017282627,0
165,1544,80.2578081563698,4.669582357064568,149.16103342974543,101120.2367770476,78.96270979472727,237,56.74727329014995,33.9757172007387,0
166,2535,91.52917442924704,4.403988480208658,180.58169613506223,101209.90528052788,70.42583350679274,129,49.57140401831594,26.26123737797837,0
167,1303,94.22294817928844,4.393523016244323,189.51641177737395,101105.61049721898,90.544937616698,381,48.07445993860513,30.768989683154366,1
168,917,99.96230110200295,1.9106445871968565,107.01144320441838,101064.2942545626,67.01722319631938,286,43.806135089150345,22.95198781762114,0
169,1335,78.89086171033495,1.2021439546002308,157.48207312401155,101189.99919725694,93.74486002362946,295,40.37091091952574,28.01827924031785,0
170,556,82.23825853393846,4.469694157930334,146.72733678923345,101287.91080253516,63.68502038173924,286,50.95641341765135,20.3270716667078,0
171,765,74.10463834088878,2.223200914954269,161.42818504715785,101179.9663377324,57.8758817944343,179,59.42942823047443,27.556258506996453,0
172,725,87.24615788869102,3.4756655246941035,144.7275686908269,101305.412275233,65.32401886592899,380,42.7427308056177,28.1800468868825,0
173,2428,99.92740111788753,4.03986753480292,139.8644820853415,101148.12736768964,51.74578959113733,83,41.766156120426025,31.03168003667497,0
174,2305,91.02643030361976,1.513173034044481,147.18807124294892,101172.9252638804,64.06229834371206,227,42.84340417095128,29.742271853104874,0
175,2241,87.85638521240115,4.123353418076192,158.19991287564142,101395.33679582232,83.00588169410153,27,42.76631904149164,25.375951014587024,0
176,1654,81.77107278765382,4.754045835844263,150.09832110317768,101439.15736544692,57.11414892782962,117,59.71874320105485,20.08596351069682,0
177,2292,97.45896280856664,3.913499862985636,147.21444510206462,101161.01704076552,55.5682486393294,229,51.203347725280224,21.732288104344235,1
178,903,84.90749788391048,2.7648909939222324,181.7835309958081,101285.75790067264,56.61926456271752,195,40.77553347631775,34.59590980276178,0
179,2751,74.03100739939184,4.5067125550068114,174.56479912378578,101139.08114194614,53.87758371307332,376,41.14507121480168,33.83499737472959,0
180,1752,80.961353895974,3.109830520290236,134.1378494181193,101026.66732085372,93.73177059214696,245,42.92390774232168,24.87639744621718,0
181,2845,72.01500006543301,3.979083711267017,180.05771175153205,101368.9285906802,97.2057557748264,164,31.10136562741349,23.88279409885832,0
182,880,76.05937113066345,4.282023775434416,185.36506690045,101085.50174161808,52.328057586439314,170,45.8344920606375,26.546244405350564,0
183,1743,70.53006342999737,3.997411446796024,115.34922053741906,101212.85626187346,88.00358907717701,244,54.34142854568295,30.34910044418109,0
184,2240,83.5983974950049,2.151419504192616,158.26824617307588,101243.52274668956,86.85758733585989,316,49.81703379622532,25.35241508986961,0
185,1739,89.03620794855391,1.4713756036233243,128.53119935992137,101092.23579208956,99.84547123050204,110,35.95262540284625,21.00940771596733,0
186,1615,80.29877387136723,1.9533541174482405,173.91723219267226,101047.2776753317,67.39353308605341,233,51.8410272413511,26.041926386665946,0
187,915,82.61145314515831,3.011499747921413,123.87853293586832,101174.00650733554,64.27544958452081,229,51.58375818996091,23.90883491722148,0
188,1452,98.77627818533728,3.021107689172384,167.14035241730318,101476.14295377515,72.65410604049137,3,37.87617646946991,24.87395016816818,0
189,1096,92.55889364724746,3.3305773972581503,125.5124656057634,101307.5677949942,92.82875885745952,365,48.68623970570805,22.444358686809565,1
190,1253,86.22569910834854,2.5804073501915634,151.11437634299432,101190.70511420144,86.42968212689493,227,48.32847099365809,29.882601041684712,0
191,2209,78.53622625335476,4.147565525800111,194.8646467916192,101019.4554103871,73.58119069837514,96,55.19362871568545,27.89946399867837,0
192,2075,96.90990396318986,4.652615001388831,138.13075384564343,101300.13664069552,62.22814216429366,253,34.08216935500324,24.062946759430314,1
193,2017,77.05291350641978,1.986900213917885,187.5738485963208,101046.12882046768,86.35078706341855,271,35.845155135345685,28.30793721959362,0
194,1404,79.76028191550031,3.946092870807552,198.69445812038947,101271.27203552375,92.7263434021098,366,44.57908511303416,27.39061770750857,0
195,2899,97.27194443268846,3.711887410180178,187.48508488051635,101375.97525413588,69.99756155337454,13,31.32435446676921,31.93962284849042,0
196,719,85.88626165855217,3.09236199711726,116.58660297233428,101211.7926741474,83.42927229104922,165,42.4678259280512,34.33976404010302,0
197,1356,92.2695384825393,1.754120935496641,181.9658219535163,101149.70574740828,70.0106010588299,72,53.6465712599917,21.96005763467984,0
198,795,87.72234382491298,4.180929034330838,103.21493951005613,101023.6921169088,73.92467190707424,229,34.461431819519944,33.25870218361975,0
199,1347,89.60317627028485,4.84250514251533,139.3301883699308,101012.3889375808,76.24551899774568,200,43.79846210809575,30.57195407427353,0
200,2904,78.98149874544477,3.8873453289344537,187.0733373317864,101215.01328482277,88.7862907011139,189,59.69307700147334,30.38830317946857,0
201,1415,77.24116184879989,4.671439986502936,168.87522127599198,101441.67263535148,98.87529920644656,392,45.17760040274593,25.61451345713709,0
202,2771,79.67477041505995,4.936741059791999,153.2740427337878,101122.0313893966,72.21830813191161,212,44.94971472366272,25.158622931973817,0
203,1737,74.66324692250268,2.4082026969569528,138.78640250826206,101287.0277528909,67.1157503123803,164,46.76380751172505,20.084592272337755,0
204,2249,96.22943095872422,3.552894211705348,181.22969464702865,101342.15290983988,68.67955032361957,26,35.58013110998223,34.73307311955962,0
205,1643,78.49740799750342,2.895730950552312,170.95584039482208,101030.41493375068,56.69445346875908,115,34.41491648057833,29.09758748559573,0
206,1164,86.84468183243155,4.94651498745292,146.84053196156734,101076.5501879017,64.84693689088614,358,50.320638873453255,26.03492935885888,0
207,2410,93.75923275424122,1.3752312960308997,189.248433720966,101165.63839670978,54.32237066344031,180,41.873004297173104,28.15653232838268,0
208,2922,93.51472328127142,2.6494996571888985,122.99480178186325,101335.04658707428,71.39471315896236,364,38.69719884646428,20.60790551144394,0
209,1158,83.15158775752579,4.502156178108945,117.03915091586248,101219.51755611403,58.367863465552446,213,30.941748597596927,22.604764329375037,0
210,2446,84.28771925760176,2.1362052421060618,164.28037643335816,101367.09753410913,67.32033729872043,219,55.38151491535447,29.35039887445104,0
211,1152,99.84105246805076,4.151171402555491,197.19943427017705,101433.7989327866,89.67888746958032,171,30.969865975344984,27.713925945254303,0
